Tipo,x,y
Urgencias,77.0017260931165,35.35903984757397
Rutinario,62.9700131996743,87.25028056791609
Urgencias,-52.084783031771906,-93.55657730473541
Urgencias,33.12079521801513,-92.71834038677443
Urgencias,-50.1197977338045,-87.3285185099675
Rutinario,46.740159510560176,7.060807702331687
Rutinario,-26.034934084964576,-28.493534884503063
Rutinario,-57.805103906967915,-94.5173170277167
Urgencias,61.86299300300931,84.53835944709394
Rutinario,7.054525318274301,52.03805726813346
Rutinario,-60.230166988420834,-47.89741045330209
Rutinario,81.1767400058284,-99.10098072996077
Rutinario,-45.0436251004511,-99.73947943105665
Rutinario,-7.404285813005657,84.76518798064168
Rutinario,-58.2093651328375,31.673404746237395
Urgencias,-55.72668041603066,-43.59958056553373
Rutinario,4.64680103765707,38.9796331723816
Rutinario,76.11380891340386,-58.71304898029284
Urgencias,-96.2364396730649,-22.185575887392247
Rutinario,-27.805486221151796,-49.93167213462926
Rutinario,71.46870166316205,44.07409678523848
Por Definir,-89.46586050493049,-70.51150944947231
Por Definir,-57.549738669325876,-69.85503131868197
Por Definir,-1.2791810178381589,-77.20632641409411
Por Definir,-55.58505687294376,-13.44509436035676
Por Definir,-79.20619545223232,10.363431270089185
Por Definir,-30.13454738725923,32.88596131737508
Por Definir,35.0348881133465,-48.671085464845916
Por Definir,9.493768261470626,-19.456926240935196
Por Definir,3.8639260007719964,11.426436371352178
Por Definir,34.34423547802179,33.11083623437859
Por Definir,25.971672201057714,82.70338166559807
Por Definir,46.45591850700936,59.57735257496768
Por Definir,-89.39389688699953,-70.50589453771003
Por Definir,-57.22372031877552,-69.62097780548076
Por Definir,-1.2791810178381589,-77.20632641409411
Por Definir,-64.78317801165876,-2.4654562609935993
Por Definir,-34.59873365792393,50.81279801411136
Por Definir,35.51145126091088,-48.20309474616477
Por Definir,6.236792592819108,-22.86570213432298
Por Definir,19.42357057589128,6.7233042078106635
Por Definir,36.98032418891117,36.850102773946915
Por Definir,26.038603769367107,82.27737129437978
Por Definir,49.0310471380723,62.11078057206583
Por Definir,85.92660522357934,62.52895938247735
Por Definir,88.36817324034085,86.80659446388546
Por Definir,-20.706761488317106,10.930944044749795
