x,y,Edad<5,Edad5-14,Edad15-64,Edad>64,Personas
45.022059060225025,-33.881204259293575,-0.0,37.0,11.0,38.0,86.0
47.6375298646937,-64.28721367795998,0.0,0.0,166.0,21.0,187.0
33.486869518923804,-33.374175007508875,-0.0,19.0,14.0,26.0,59.0
-68.0905238368338,12.179985437551338,2.0,0.0,206.0,36.0,244.0
54.521012325116324,26.542731116421564,9.0,6.0,0.0,27.0,42.0
68.35169210329953,5.916609909165944,15.0,0.0,65.0,16.0,96.0
-24.575320071106162,12.66677342517814,0.0,16.0,2.0,5.0,23.0
-4.2920711051301605,-95.53702541568039,3.0,37.0,0.0,0.0,40.0
62.600700901684334,-8.26529442029114,20.0,0.0,120.0,39.0,179.0
43.343049200316685,-1.869779827730751,23.0,14.0,125.0,0.0,162.0
-3.8453423539294596,35.9226760884015,0.0,22.0,0.0,27.0,49.0
-1.0947157244808658,-63.55702425811953,0.0,0.0,155.0,0.0,155.0
-75.42315877439279,44.62715222619843,-0.0,23.0,101.0,3.0,127.0
20.77772605987641,4.155304961695676,0.0,0.0,87.0,-0.0,87.0
-71.52669068703933,33.45439035878732,11.0,29.0,56.0,19.0,115.0
11.365636354135692,7.850733382213895,9.0,53.0,62.0,0.0,124.0
31.939539635046994,-14.060039831827979,0.0,12.0,0.0,3.0,15.0
-0.2357000748385813,13.40891688056392,13.0,17.0,0.0,14.0,44.0
-2.106752550105857,-14.180289611585764,2.0,29.0,178.0,3.0,212.0
-23.473430234177542,-101.59657726734153,22.0,-0.0,166.0,9.0,197.0
-69.76912049137233,31.0779697409063,11.0,5.0,0.0,14.0,30.0
8.269038123727793,-34.558194716692725,0.0,18.0,104.0,21.0,143.0
-102.10942302454005,64.4462982440625,0.0,6.0,21.0,20.0,47.0
-35.51265722261245,66.90124397475246,-0.0,11.0,141.0,32.0,184.0
9.211415918111863,28.025589990018375,9.0,3.0,0.0,25.0,37.0
65.53830444668755,-39.35950960904925,0.0,0.0,24.0,2.0,26.0
-13.143852440688933,-35.13214731112898,20.0,0.0,60.0,6.0,86.0
22.123674561429134,-17.783881699886532,15.0,5.0,67.0,41.0,128.0
59.93175759274345,13.491488258943129,0.0,0.0,145.0,0.0,145.0
57.307931370261514,-6.928571459877785,18.0,13.0,52.0,35.0,118.0
34.19613614802803,-21.437003578820743,11.0,33.0,200.0,0.0,244.0
8.835058128055712,46.38684493037722,20.0,3.0,161.0,3.0,187.0
-114.66300352729384,34.85339735222446,12.0,17.0,55.0,27.0,111.0
-69.75006847157168,53.782836573339054,0.0,0.0,68.0,0.0,68.0
39.55665441735247,-23.381583572676107,9.0,0.0,50.0,22.0,81.0
14.164236684277151,-44.140578842368186,9.0,20.0,0.0,0.0,29.0
-118.25192597658317,42.07117545956812,0.0,48.0,29.0,43.0,120.0
-21.11288620784604,3.8755406663212923,9.0,31.0,0.0,15.0,55.0
25.46887532102001,-18.00495395468481,0.0,0.0,12.0,31.0,43.0
24.526032819490045,16.183982699104625,18.0,4.0,87.0,7.0,116.0
15.72003800835561,-98.62972562842151,30.0,13.0,91.0,31.0,165.0
-28.16979757119717,-95.68107574751241,17.0,0.0,0.0,19.0,36.0
-117.46165374961362,44.42942073209699,0.0,0.0,43.0,13.0,56.0
7.5229696748969355,-20.99910230931772,13.0,0.0,70.0,6.0,89.0
6.479863052109133,-23.795153530238323,7.0,0.0,67.0,40.0,114.0
29.57595429169137,10.655245137666833,0.0,0.0,77.0,45.0,122.0
16.726125134951797,28.740909904408202,-0.0,8.0,87.0,-0.0,95.0
48.1437182386184,-61.98164344357671,0.0,0.0,154.0,26.0,180.0
-7.992545981839326,1.9043060493237802,0.0,0.0,150.0,56.0,206.0
66.37084387361587,-100.22632151359996,6.0,18.0,65.0,0.0,89.0
25.800366545672194,-10.311146657782631,0.0,2.0,107.0,20.0,129.0
30.60605021487788,10.329951804988468,0.0,1.0,0.0,24.0,25.0
11.83417846614923,-101.59029484076527,6.0,-0.0,59.0,0.0,65.0
35.48116251346739,40.934591080074874,0.0,43.0,114.0,27.0,184.0
54.54535376437708,-14.302149371016554,8.0,0.0,120.0,39.0,167.0
14.078639762862915,38.38643782006742,0.0,10.0,235.0,-0.0,245.0
59.180933806270055,-62.71113444466639,0.0,25.0,85.0,56.0,166.0
-31.20499224339075,-84.27640529148141,0.0,0.0,0.0,42.0,42.0
45.22357950692289,-16.99878413746532,0.0,0.0,128.0,24.0,152.0
77.9694030403906,38.279129046080065,0.0,2.0,39.0,22.0,63.0
62.09203334404312,-13.388628972437214,22.0,0.0,0.0,20.0,42.0
-9.139537908578093,-128.7072595048045,0.0,1.0,0.0,2.0,3.0
5.613780515151748,-69.65550941775433,20.0,0.0,224.0,2.0,246.0
35.982284140645476,-2.520476861927102,6.0,10.0,31.0,14.0,61.0
53.48410382222619,0.9031965678954897,0.0,1.0,0.0,14.0,15.0
-93.5054143172487,38.591853543287954,13.0,1.0,0.0,0.0,14.0
34.77250840494733,-67.0937761015841,0.0,6.0,60.0,0.0,66.0
-6.830906473702791,30.203337581801254,13.0,0.0,0.0,20.0,33.0
-92.84224438125274,33.49520740958479,12.0,39.0,202.0,24.0,277.0
30.433783168572358,41.257459045994366,13.0,3.0,56.0,46.0,118.0
5.225167451929673,-38.62186738992636,4.0,0.0,104.0,40.0,148.0
38.529870064075915,-11.864868479157256,4.0,33.0,3.0,26.0,66.0
91.19561941984739,20.836034793019383,0.0,17.0,64.0,-0.0,81.0
30.201378176414238,-12.458682187421902,25.0,0.0,96.0,49.0,170.0
-11.003540256749195,-19.447702956907246,23.0,0.0,67.0,26.0,116.0
44.16300608380743,11.855800647391764,12.0,11.0,138.0,0.0,161.0
7.661078127116775,-48.64400149180405,0.0,8.0,210.0,7.0,225.0
-23.244759949671394,-69.38837767166318,0.0,21.0,108.0,0.0,129.0
-92.49134935778417,44.06948202662531,4.0,8.0,0.0,32.0,44.0
31.04386535463605,-29.527311659609722,0.0,0.0,1.0,3.0,4.0
-129.0047816219735,48.58949648696296,0.0,23.0,4.0,0.0,27.0
-17.872640244751985,-62.260337003094435,0.0,-0.0,0.0,17.0,17.0
27.309161635744683,69.09628595102858,12.0,4.0,0.0,55.0,71.0
38.42886768578712,-79.13871329867938,4.0,0.0,102.0,39.0,145.0
32.88620597705036,49.426553287192256,-0.0,2.0,0.0,17.0,19.0
-7.904183965258071,-35.88663548104712,-0.0,0.0,192.0,0.0,192.0
-28.96997143017803,57.82318389719552,14.0,0.0,0.0,39.0,53.0
89.26712260751687,-73.15575297718314,4.0,31.0,22.0,18.0,75.0
-96.52130369934216,3.923724213321399,3.0,34.0,235.0,50.0,322.0
17.75863639979246,-49.76099849164326,0.0,4.0,28.0,0.0,32.0
36.868056552167225,67.69962671291971,3.0,0.0,113.0,15.0,131.0
43.99784363906606,27.96013405233591,0.0,16.0,2.0,7.0,25.0
10.819405103656075,70.47256980547188,2.0,3.0,112.0,11.0,128.0
14.211684874925169,-107.5809404076174,14.0,1.0,0.0,23.0,38.0
17.477857873666768,-54.289729941774944,11.0,11.0,248.0,32.0,302.0
3.312096021897568,10.417776832112216,7.0,3.0,107.0,18.0,135.0
29.435448921254252,-50.2347345126266,10.0,11.0,329.0,24.0,374.0
-66.27621778748563,-2.037910779956886,0.0,26.0,0.0,49.0,75.0
50.17745316858664,-58.88616598281053,0.0,33.0,5.0,32.0,70.0
27.251253395878607,-20.931795686063882,3.0,0.0,183.0,27.0,213.0
10.122286001121546,66.79365385431673,8.0,0.0,0.0,27.0,35.0
14.621891811943232,-0.36222477861756847,16.0,24.0,72.0,66.0,178.0
63.636865854318025,-7.7401715943834315,0.0,0.0,86.0,8.0,94.0
-49.7453127785849,3.573228307602289,9.0,26.0,0.0,2.0,37.0
17.130126376634795,-14.83733431461481,2.0,0.0,266.0,0.0,268.0
35.865282816000146,8.40563968822785,14.0,3.0,44.0,0.0,61.0
-60.98165653828131,80.45311524616852,10.0,16.0,23.0,41.0,90.0
61.05232099588165,47.76680781601715,14.0,19.0,0.0,31.0,64.0
30.773701723036513,28.098759545536673,5.0,7.0,0.0,0.0,12.0
38.81700324152604,13.653816771187532,2.0,1.0,272.0,0.0,275.0
-108.9298474301593,-5.189174725022678,0.0,15.0,42.0,37.0,94.0
-76.35064864063106,30.71534685297948,0.0,8.0,164.0,0.0,172.0
15.974931269042319,28.723204120901656,0.0,0.0,26.0,0.0,26.0
-92.86604710962341,96.11980793047442,12.0,29.0,0.0,21.0,62.0
10.748195229100878,-16.166043472815097,5.0,9.0,0.0,25.0,39.0
68.43818326041551,-14.249509329461043,18.0,19.0,74.0,34.0,145.0
-4.8395172754543845,-3.0000031935965272,0.0,0.0,0.0,30.0,30.0
25.73543906664017,-13.10923043795145,8.0,22.0,115.0,19.0,164.0
-13.090192919987963,21.532239013156374,20.0,2.0,111.0,10.0,143.0
29.462449519835666,-11.56159323736611,20.0,6.0,97.0,0.0,123.0
25.03302318952426,-31.416998325930674,9.0,2.0,111.0,14.0,136.0
-42.94026323007844,-6.0901030602372614,20.0,4.0,106.0,2.0,132.0
54.65131683584,15.456527020389712,17.0,0.0,0.0,22.0,39.0
-130.82824317056105,-0.9508150564279773,8.0,0.0,28.0,0.0,36.0
60.166524377847566,3.3244722946234964,16.0,0.0,121.0,20.0,157.0
27.710623670861782,23.315323866382847,0.0,4.0,122.0,39.0,165.0
73.67891679017387,-18.33869368227477,16.0,0.0,94.0,0.0,110.0
-104.32541111729809,65.84903288978295,0.0,21.0,0.0,23.0,44.0
71.86575158560566,68.62745702837516,0.0,0.0,40.0,19.0,59.0
-75.06785846648702,65.69901779931865,18.0,0.0,189.0,0.0,207.0
-41.761957316704276,27.501716878740734,5.0,16.0,69.0,0.0,90.0
-107.08658482627138,-31.24613235029931,6.0,0.0,85.0,9.0,100.0
23.52761483433483,31.939369540368602,17.0,6.0,103.0,14.0,140.0
-15.172378765145147,-15.585228957936259,-0.0,0.0,13.0,0.0,13.0
46.08022352746299,23.707663891058157,0.0,0.0,83.0,0.0,83.0
-18.244414128381308,-62.00188690582679,0.0,0.0,0.0,25.0,25.0
35.21970812287844,3.472383635516669,0.0,16.0,0.0,21.0,37.0
0.3012692512442499,1.9710599243682803,0.0,0.0,47.0,30.0,77.0
67.04879648423882,7.775175577579771,3.0,30.0,61.0,0.0,94.0
39.82478562501331,60.363030056897216,6.0,0.0,4.0,0.0,10.0
-20.83468243752461,-51.886255930253924,-0.0,13.0,198.0,30.0,241.0
-59.71160553052528,25.743102877787617,-0.0,11.0,0.0,0.0,11.0
-0.3406885095609923,8.153687906238021,9.0,24.0,0.0,0.0,33.0
-16.610631042632956,-25.448230172994112,27.0,24.0,176.0,0.0,227.0
-91.4644592661128,62.81342279664591,4.0,0.0,0.0,19.0,23.0
48.20878489594604,39.09510716252855,0.0,33.0,226.0,38.0,297.0
27.43633297286003,-5.4243853749286846,2.0,21.0,168.0,0.0,191.0
43.731793548620644,-31.407489722688915,0.0,0.0,12.0,0.0,12.0
1.6687217717881477,-11.4590948526587,10.0,-0.0,255.0,14.0,279.0
-138.5793994556379,28.798118750720487,15.0,-0.0,253.0,31.0,299.0
21.450418271345832,-4.828470606001607,2.0,10.0,122.0,-0.0,134.0
23.993820693534012,25.080511158605752,12.0,22.0,0.0,-0.0,34.0
-18.08078762768989,-1.202558380296843,13.0,12.0,0.0,0.0,25.0
3.7533781519095073,-135.85972554291592,0.0,7.0,0.0,10.0,17.0
49.165399519305694,9.06390045560237,7.0,13.0,7.0,15.0,42.0
-66.54297500649548,62.31135791251239,-0.0,27.0,0.0,1.0,28.0
-81.31105156019031,73.12312336866377,20.0,4.0,150.0,0.0,174.0
39.940598250798374,-54.91819694754779,12.0,0.0,249.0,38.0,299.0
34.46028821637332,-16.335054888967843,13.0,3.0,7.0,21.0,44.0
-98.64266678787004,54.93912640665749,6.0,3.0,193.0,0.0,202.0
-28.049102524064146,-100.73626198155492,6.0,26.0,61.0,23.0,116.0
51.22625083273841,-25.10258257545683,5.0,0.0,0.0,0.0,5.0
-9.030108941850054,17.790430222662952,24.0,19.0,324.0,28.0,395.0
9.250702372765758,-18.226124754869637,4.0,7.0,177.0,0.0,188.0
32.738388846486984,9.7823276960646,4.0,3.0,78.0,15.0,100.0
29.623636213073883,-134.7434864501384,0.0,39.0,0.0,20.0,59.0
60.40314708874482,-16.841358944794436,5.0,4.0,106.0,22.0,137.0
-103.39085552681446,28.904938734630512,33.0,0.0,42.0,36.0,111.0
35.72427461640399,-0.9049777215880649,0.0,16.0,76.0,66.0,158.0
-4.464672198106717,-58.62337607628898,13.0,12.0,0.0,7.0,32.0
34.93987558798093,-32.89001560208346,-0.0,15.0,72.0,25.0,112.0
45.54879845625853,-41.72472851920006,1.0,0.0,63.0,36.0,100.0
16.377587129904033,50.712240318418225,0.0,10.0,0.0,16.0,26.0
61.10660391631452,-56.89313315378145,4.0,21.0,60.0,27.0,112.0
25.716919848402007,38.09272832160284,17.0,8.0,0.0,0.0,25.0
-15.820856775659973,19.827830388990144,12.0,0.0,29.0,0.0,41.0
63.16639310049011,54.25017887060313,0.0,12.0,79.0,5.0,96.0
30.911291330097164,-41.38833011380919,2.0,7.0,28.0,8.0,45.0
13.386288475916686,-11.77568956711717,6.0,1.0,32.0,25.0,64.0
14.164062216958632,-138.91353526937002,19.0,0.0,0.0,0.0,19.0
-99.55551692739478,44.052768228238975,33.0,13.0,0.0,-0.0,46.0
-42.31154835312736,-34.22262964410393,3.0,0.0,38.0,24.0,65.0
-18.87276070865915,-29.947337485865333,16.0,4.0,151.0,-0.0,171.0
-29.881249460029448,-116.43387089594263,5.0,17.0,5.0,37.0,64.0
-13.040298510472754,-44.49444657884788,30.0,0.0,0.0,36.0,66.0
27.540240165764846,-26.004945260226947,0.0,8.0,152.0,40.0,200.0
32.389486368048125,-10.289373323849514,5.0,0.0,124.0,11.0,140.0
-47.475116502337485,3.974931830909624,1.0,10.0,28.0,0.0,39.0
59.002431468574734,64.81575331856185,8.0,4.0,0.0,14.0,26.0
-106.54917718466082,19.749982095091557,7.0,19.0,158.0,22.0,206.0
35.027922766637744,22.942730093390878,6.0,0.0,32.0,15.0,53.0
56.706147762533476,22.033212792937128,0.0,24.0,201.0,37.0,262.0
43.341711748574006,-63.2943845818669,15.0,0.0,60.0,10.0,85.0
-15.78835399912449,11.446213972845602,0.0,0.0,12.0,17.0,29.0
30.8720610350255,-126.237888454618,17.0,22.0,112.0,22.0,173.0
23.159418985984072,6.238919072885364,0.0,25.0,139.0,20.0,184.0
30.783291996248224,-12.179075106304563,0.0,4.0,-0.0,14.0,18.0
31.119766000829514,12.302871851450794,18.0,0.0,0.0,0.0,18.0
-19.340862285109964,-61.452373328811774,13.0,0.0,0.0,0.0,13.0
30.65223874551169,34.53747074049547,6.0,0.0,0.0,40.0,46.0
38.167962028845345,50.91542407973733,12.0,26.0,0.0,22.0,60.0
-84.90217156856174,30.66161023028231,18.0,0.0,0.0,0.0,18.0
2.8568992735527634,4.86510632456141,2.0,19.0,220.0,46.0,287.0
22.55800524007851,-28.193954276076788,1.0,33.0,0.0,7.0,41.0
36.647618245842025,-9.208711127702616,0.0,0.0,140.0,19.0,159.0
62.6448773019753,-0.08349787247344971,10.0,0.0,19.0,42.0,71.0
-113.83536533200966,14.886542802930682,23.0,0.0,0.0,25.0,48.0
16.17243217547819,-23.532725049377014,4.0,24.0,217.0,4.0,249.0
-46.06161837642392,-0.2580586262150391,14.0,-0.0,17.0,0.0,31.0
6.631584452713235,-1.6041417907473943,20.0,2.0,48.0,0.0,70.0
0.8367992328179901,11.812856541183189,9.0,0.0,137.0,32.0,178.0
-23.902489043990148,-8.300734107131047,7.0,23.0,217.0,7.0,254.0
18.745313026692504,21.180965092552974,15.0,0.0,188.0,31.0,234.0
33.4496249850384,11.857162216976354,0.0,0.0,67.0,0.0,67.0
-36.6291890505689,53.388266555221655,5.0,8.0,131.0,44.0,188.0
-7.517916015498429,26.492919845742236,5.0,30.0,6.0,48.0,89.0
-99.91622393491029,53.9019325213415,28.0,12.0,69.0,33.0,142.0
-72.97245040612728,12.196435198819236,9.0,22.0,12.0,4.0,47.0
33.33091322979661,-4.208895150015492,-0.0,18.0,30.0,0.0,48.0
-5.834491751935984,-53.052630773487216,15.0,30.0,64.0,31.0,140.0
