Tipo,x,y
Hospital,-40.73101035780071,-12.209377559248209
Hospital,-20.47305582977989,-19.869542198792644
Hospital,-70.36149929986365,21.76765093149368
Rutinario,-39.48410580960823,-15.023889980393076
Rutinario,-50.529869171082275,-4.988980485505315
Rutinario,-14.693153355271463,-6.718732910998601
Rutinario,-13.854652490413224,7.373765324366831
Rutinario,-31.012323168266814,0.9895129824022917
Rutinario,-23.181913516920147,-24.623722763511022
Rutinario,1.79013248753058,-85.6200704972203
Rutinario,-39.68217688005626,-15.170479168990813
Rutinario,-36.98275114864077,-22.180960524653482
Rutinario,-59.74111714205792,-10.816193910783456
Rutinario,-57.89811299140588,0.5438818490548403
Rutinario,-64.94189753444087,-3.934711041089129
Rutinario,-73.36180441923574,-2.713916278417449
Rutinario,-67.04616685895452,-21.9206181257051
Rutinario,-8.791578651764723,-19.30312157403446
Rutinario,5.876055712015262,-20.79129501671461
Rutinario,-47.916274236868084,-7.156155049788445
Rutinario,-89.2084332499121,-69.11178243370685
Rutinario,-77.32794180587777,7.111077498390088
Urgencias,-14.526207738751362,-6.69058778679157
Urgencias,1.6533691293806778,-85.68691516722868
Urgencias,-73.51460210213516,-2.881614310178792
Hospital,24.70129616386056,12.25108080749931
Rutinario,3.150220504554335,-9.67397095320363
Rutinario,25.579411242800365,41.445783609315775
Rutinario,49.51771489868504,22.942709867320595
Rutinario,39.97068930354033,55.70363444942254
Rutinario,26.146271782487666,11.910993889944896
Rutinario,40.84125881789763,14.717297316532157
Rutinario,67.48370418306689,9.210234679159004
Rutinario,24.526804982757966,1.6216055636546631
Rutinario,27.004579754393394,-7.649867437000688
Rutinario,77.42592872350971,54.0348631263917
Rutinario,61.55100402563222,30.268651156856524
Rutinario,59.7947738677392,45.72032434892543
Rutinario,80.84501267751195,7.794769474024796
Rutinario,28.658001594764436,-22.27946845939476
Urgencias,3.138902157660485,-9.244757808979724
Urgencias,49.49696459607982,22.809020527312196
Urgencias,-59.86939174005419,-10.732931251659876
Urgencias,-23.206436601836717,-24.87820159492183
Urgencias,39.674525893452824,55.71184344398847
Urgencias,27.044193968474957,-7.740166377176028
Urgencias,77.20144817701625,53.85309253252684
Urgencias,-45.98178011557453,-10.974510234473012
Rutinario,14.102607504244588,22.329380702211804
Urgencias,-94.28093904428539,-75.4983802026831
Por Definir,-99.68042310852535,-101.07534969591397
Por Definir,5.62124260790755,-0.896594087652633
Por Definir,-5.926700720956416,3.0672146307026735
Por Definir,-52.66874826785214,-22.054530858943842
Por Definir,-18.178814380438027,-37.826464710747935
Por Definir,-28.399244803064175,-10.715973526975292
Por Definir,-6.501244177002215,-9.631404253556376
Por Definir,-0.7965393889043026,13.951475442586027
Por Definir,7.2402485798501495,10.140185345141788
Por Definir,21.19731289509939,30.78807595967478
Por Definir,49.802352122847466,45.86560792518415
Por Definir,60.102538631321615,58.108206843742984
Por Definir,-99.68042310852535,-101.07534969591397
Por Definir,9.6763722366061,1.8511450355005457
Por Definir,-18.178814380438027,-37.826464710747935
Por Definir,-51.54474966680825,-23.295038615290533
Por Definir,-28.438858925075795,-10.760690184770187
Por Definir,-6.584622329215721,-9.691450351089404
Por Definir,0.43452516263549645,13.52256145246533
Por Definir,8.67585640646353,13.906372058488477
Por Definir,21.19731289509939,30.78807595967478
Por Definir,49.640035928829796,46.15333406549607
Por Definir,60.38368451430127,57.171553558846604
Por Definir,29.871097900988065,79.91097584505819
Por Definir,-6.295290401247307,5.561972473967083
Por Definir,0.7179367925427825,-1.8792084942896876
