x,y,Edad<5,Edad5-14,Edad15-64,Edad>64,Personas
52.12981214733484,20.921253949958203,-0.0,16.0,0.0,0.0,16.0
30.84748638945591,-45.693142026757236,0.0,17.0,177.0,7.0,201.0
-41.60872759123794,5.492914123621167,-0.0,-0.0,55.0,49.0,104.0
-67.05600518972108,45.52279787471589,2.0,29.0,84.0,22.0,137.0
55.26518132498044,14.979191286062793,9.0,4.0,19.0,0.0,32.0
-46.06992227921866,10.89468072662459,15.0,7.0,140.0,40.0,202.0
38.572014148502255,-25.201060889737935,0.0,0.0,0.0,46.0,46.0
-42.781888836211955,46.79094939086581,3.0,0.0,0.0,0.0,3.0
-79.79976164463676,29.008390206649253,20.0,0.0,142.0,-0.0,162.0
-17.275987084167582,-14.504458343725329,23.0,29.0,55.0,71.0,178.0
42.603149226611386,2.201438261978447,0.0,0.0,0.0,22.0,22.0
-25.381737922014203,-22.577371645422836,0.0,14.0,153.0,0.0,167.0
-16.25671221965372,-37.211216074783636,-0.0,0.0,72.0,65.0,137.0
-4.747321166784026,96.23496458928314,0.0,7.0,0.0,16.0,23.0
7.154867467648512,-69.98370103748445,11.0,32.0,193.0,18.0,254.0
15.303336437955126,-31.64121905460161,9.0,-0.0,0.0,37.0,46.0
27.215471825008418,-12.731210053317058,0.0,8.0,8.0,19.0,35.0
71.78703133528047,42.577432487095415,13.0,0.0,0.0,23.0,36.0
-56.527475601660846,21.636084516676046,2.0,6.0,84.0,40.0,132.0
62.40273911302964,47.195400386038465,22.0,8.0,231.0,14.0,275.0
-0.07226383392534633,-54.878542347357495,11.0,0.0,62.0,5.0,78.0
54.42269076141645,-47.38390742798388,0.0,14.0,8.0,0.0,22.0
30.73444874216344,9.537365618417573,0.0,0.0,0.0,41.0,41.0
-29.298848473062357,-131.30403258002193,-0.0,0.0,103.0,38.0,141.0
-39.754025371958754,56.09875801421333,9.0,0.0,58.0,16.0,83.0
-70.73498235971834,37.72325543620545,0.0,15.0,109.0,0.0,124.0
-42.60620010077981,-78.6913340561744,20.0,9.0,211.0,0.0,240.0
86.21409227951314,53.888958071711265,15.0,0.0,137.0,21.0,173.0
-41.12631635752132,-23.025356387441697,0.0,13.0,0.0,15.0,28.0
-90.9199072362245,23.176883524145865,18.0,10.0,0.0,22.0,50.0
32.136851560870454,-81.77345569082223,11.0,9.0,73.0,16.0,109.0
-51.06673317382585,74.45954921767292,20.0,26.0,0.0,0.0,46.0
-93.56039056874998,100.94210965409836,12.0,1.0,0.0,44.0,57.0
-33.000279457014635,18.849287295635808,0.0,0.0,248.0,23.0,271.0
23.85403007310556,64.3131077401042,9.0,21.0,0.0,13.0,43.0
-51.619082422125516,-72.82370551414039,9.0,5.0,0.0,6.0,20.0
-12.01497359298207,-19.461454131153825,0.0,0.0,2.0,1.0,3.0
55.86525455616527,-87.28150216305018,9.0,8.0,116.0,10.0,143.0
48.27809989898428,-47.45998119348927,0.0,6.0,2.0,0.0,8.0
-0.5091057989238628,11.775919763861204,18.0,0.0,133.0,0.0,151.0
9.323411056557571,35.28883401559318,30.0,28.0,46.0,23.0,127.0
-2.167804507505907,-83.13878653911682,17.0,-0.0,0.0,9.0,26.0
-31.8685377565544,-9.39889736851419,0.0,27.0,10.0,44.0,81.0
7.162016277258103,-33.62974150866911,13.0,0.0,135.0,0.0,148.0
3.69680289863058,8.353653403369748,7.0,16.0,79.0,5.0,107.0
64.43832767393702,24.66764168412746,0.0,3.0,64.0,29.0,96.0
-43.89144337867365,9.045399779082896,-0.0,0.0,125.0,26.0,151.0
-71.78796503734648,-11.855559729387043,0.0,12.0,46.0,0.0,58.0
-76.1884943610265,41.165283712700976,0.0,5.0,104.0,28.0,137.0
32.18150419168453,37.94376969806128,6.0,0.0,10.0,17.0,33.0
11.958141029943537,0.6912383034992698,0.0,0.0,63.0,82.0,145.0
-87.52812466744972,11.180370342516326,0.0,5.0,213.0,0.0,218.0
9.63671019758988,-76.26557399909017,6.0,26.0,3.0,0.0,35.0
-61.337637217053775,1.7065219360966828,0.0,21.0,87.0,0.0,108.0
3.1117868930402084,-42.50144153127683,8.0,28.0,370.0,5.0,411.0
20.567968225863606,-9.99905129226798,0.0,1.0,0.0,0.0,1.0
-48.93765370346096,-31.987975699761307,0.0,11.0,26.0,26.0,63.0
70.16659474001214,97.93521259814617,0.0,29.0,94.0,11.0,134.0
-12.452992369721276,63.468725621779335,0.0,16.0,71.0,1.0,88.0
45.029749264606295,-10.818118459118915,0.0,25.0,6.0,16.0,47.0
-19.711667641959437,-44.88413314669542,22.0,44.0,90.0,0.0,156.0
