x,y,Edad<5,Edad5-14,Edad15-64,Edad>64,Personas
14.967817323604834,2.038718706139349,-0.0,16.0,0.0,12.0,28.0
12.87625494521842,-27.626996572604526,0.0,7.0,0.0,-0.0,7.0
18.494618071421456,-93.70437858782155,3.0,7.0,12.0,15.0,37.0
-40.68488941168322,98.16882107486961,7.0,12.0,55.0,16.0,90.0
-32.817697151788465,-49.011293801054045,6.0,0.0,138.0,15.0,159.0
-2.7239612924767584,74.96851958596324,16.0,22.0,0.0,0.0,38.0
-80.5218523679452,86.1832254232622,12.0,33.0,250.0,35.0,330.0
-48.96685204021416,92.0020437203421,14.0,6.0,0.0,25.0,45.0
-75.03663614043425,85.71388672337969,14.0,0.0,0.0,0.0,14.0
-42.10638266896834,63.68128421804181,2.0,0.0,86.0,0.0,88.0
-63.283066395875196,-94.87025989259192,2.0,0.0,40.0,32.0,74.0
3.1847719400112595,-16.718788107338042,0.0,32.0,0.0,4.0,36.0
31.751489960787097,-84.87440676145755,0.0,16.0,109.0,5.0,130.0
7.129750827538842,-46.032167700143575,6.0,6.0,0.0,2.0,14.0
61.13846835017006,10.820642067572336,0.0,17.0,56.0,35.0,108.0
-17.299611477918873,53.92826904006219,24.0,8.0,13.0,0.0,45.0
-81.48937080820507,86.13039551198574,6.0,0.0,72.0,6.0,84.0
-56.10136453565813,61.63030299812257,26.0,0.0,40.0,0.0,66.0
-58.27428963123751,-75.00825817117776,29.0,8.0,0.0,0.0,37.0
-37.358498832223376,87.68243970155925,26.0,5.0,98.0,43.0,172.0
77.5631525172301,44.542905247358675,20.0,9.0,40.0,-0.0,69.0
28.156406450463805,-97.35935384881999,0.0,20.0,5.0,28.0,53.0
-4.2987877859913795,3.092762931723996,0.0,0.0,185.0,10.0,195.0
-5.279324068277333,71.2968747230349,3.0,26.0,125.0,0.0,154.0
29.665614840992163,15.73394645279987,24.0,0.0,44.0,33.0,101.0
-24.293500239584475,19.27089460460239,9.0,21.0,55.0,15.0,100.0
-87.00952831557076,-83.99472892649074,17.0,28.0,128.0,16.0,189.0
40.4086979948641,-65.79302575797124,0.0,45.0,0.0,21.0,66.0
-87.26473153523125,-66.58837570587957,24.0,31.0,0.0,0.0,55.0
-87.89165388516112,-1.9885910105540603,13.0,1.0,0.0,43.0,57.0
76.40130836803186,95.2992108818244,7.0,18.0,234.0,23.0,282.0
-19.085420811600457,-42.43970134231147,13.0,14.0,0.0,13.0,40.0
23.340220925326264,-89.54855540729008,0.0,23.0,0.0,26.0,49.0
48.04502311520952,-99.38319809765399,1.0,0.0,74.0,39.0,114.0
-3.754036751773967,95.89083960559677,0.0,24.0,200.0,11.0,235.0
68.96300800069045,45.64472026616883,3.0,0.0,148.0,15.0,166.0
46.94991158250045,55.82158685897144,16.0,22.0,83.0,35.0,156.0
-21.206005698849367,-29.17099064352975,10.0,0.0,120.0,0.0,130.0
83.42704056711511,80.60532896236236,7.0,16.0,225.0,8.0,256.0
67.65852816446872,-63.445831108156845,5.0,35.0,52.0,15.0,107.0
41.35862584125593,-86.4899077025897,0.0,18.0,124.0,27.0,169.0
-98.88205603315198,-4.30889284019247,2.0,24.0,118.0,0.0,144.0
1.2493856686876654,-76.98177736065892,22.0,11.0,106.0,18.0,157.0
59.656316255817586,67.62546480630897,0.0,29.0,134.0,0.0,163.0
-54.529149098419396,-5.226205046507687,0.0,35.0,10.0,41.0,86.0
35.33386336881975,-84.79904874308248,0.0,11.0,27.0,0.0,38.0
62.2437724968527,-70.91994455401132,0.0,4.0,96.0,0.0,100.0
-19.647828932940214,-29.22035908038289,26.0,10.0,106.0,0.0,142.0
97.07889589386639,18.50315667213974,-0.0,-0.0,0.0,0.0,0.0
76.90717856969786,8.464508410089763,7.0,0.0,46.0,16.0,69.0
4.6013119701422625,-33.69649500854668,-0.0,26.0,0.0,4.0,30.0
-17.589420476239752,-9.361317719496014,0.0,-0.0,88.0,0.0,88.0
-58.353251065290124,-13.104399784104245,0.0,3.0,0.0,0.0,3.0
1.9816351483325576,-1.2469615999181656,9.0,5.0,0.0,0.0,14.0
-58.050473181805515,34.583014151531614,2.0,11.0,69.0,36.0,118.0
27.840291840633967,-48.19817682862948,0.0,23.0,132.0,14.0,169.0
52.51909799790451,-52.462297294582804,6.0,0.0,168.0,14.0,188.0
-40.698058128691294,57.85071359109594,8.0,4.0,135.0,0.0,147.0
67.33047328545209,-42.52641995074362,0.0,0.0,197.0,30.0,227.0
12.145883336373586,-97.81300255790082,0.0,12.0,0.0,7.0,19.0
-45.49826906721244,54.70016229371788,0.0,33.0,123.0,13.0,169.0
58.61026782205863,95.88781459524964,-0.0,2.0,14.0,9.0,25.0
-84.43951518967137,17.613655293166957,5.0,10.0,17.0,15.0,47.0
-56.38068634019524,85.88080858422046,1.0,0.0,0.0,16.0,17.0
40.26091822006737,-82.18266992603762,2.0,0.0,0.0,0.0,2.0
96.60715365221807,-35.38015483558745,14.0,0.0,32.0,18.0,64.0
42.30168642969815,-7.292369721678952,4.0,24.0,30.0,40.0,98.0
94.71042315256523,-20.602493040792893,14.0,32.0,7.0,19.0,72.0
-85.13789535164604,-13.130444468858798,8.0,13.0,111.0,4.0,136.0
-50.12469135236495,30.116333003751663,0.0,29.0,108.0,37.0,174.0
-57.93251228292926,4.636137908359501,10.0,2.0,101.0,41.0,154.0
84.04914296046559,76.0740814294839,0.0,0.0,0.0,0.0,0.0
6.128657278034268,23.82432345695844,2.0,36.0,113.0,13.0,164.0
46.84426985902098,-85.5691298487036,0.0,24.0,0.0,18.0,42.0
36.60131554822641,-56.8430500784036,0.0,4.0,0.0,-0.0,4.0
-93.26823663839545,-1.347984657176255,0.0,22.0,194.0,51.0,267.0
-13.70778224680302,3.0740857551408283,12.0,16.0,283.0,31.0,342.0
83.98056886860246,-20.207729916679455,3.0,20.0,0.0,0.0,23.0
29.718191097631546,86.86766541987777,6.0,4.0,92.0,23.0,125.0
-67.97780881109176,-77.50480945883562,0.0,5.0,79.0,33.0,117.0
94.85677870088224,76.96863094541706,8.0,0.0,0.0,17.0,25.0
-93.74580347270167,84.7850106460331,-0.0,14.0,202.0,6.0,222.0
-70.84212928733771,86.1690975514056,23.0,23.0,0.0,21.0,67.0
82.82265964321977,8.949679672880208,10.0,21.0,74.0,43.0,148.0
-25.826080923842355,-76.61958264293382,0.0,0.0,0.0,10.0,10.0
-70.93699716539157,-95.23653378176991,7.0,28.0,13.0,0.0,48.0
14.914778832914791,87.84978428322324,0.0,5.0,108.0,0.0,113.0
6.2451064638882485,72.68786075461381,0.0,9.0,133.0,13.0,155.0
94.58188097730766,2.6532532877290294,23.0,8.0,21.0,35.0,87.0
-77.43982711981275,-28.17624908873202,13.0,7.0,37.0,26.0,83.0
99.60993662407589,-56.7430210794005,0.0,39.0,0.0,2.0,41.0
20.75747819412193,41.613092116022784,0.0,30.0,227.0,0.0,257.0
65.87303315810348,89.68581633573763,0.0,0.0,12.0,38.0,50.0
44.76241264567358,-51.454097879059525,22.0,11.0,98.0,0.0,131.0
5.685922065891134,-54.65104669863645,8.0,24.0,86.0,13.0,131.0
12.05251913772041,22.98887762992767,13.0,25.0,16.0,12.0,66.0
-86.83211127138306,0.9199624628855929,5.0,4.0,15.0,2.0,26.0
85.55543394103628,-86.7574382152762,18.0,4.0,144.0,21.0,187.0
-7.145929835461089,98.1502389049227,8.0,25.0,128.0,44.0,205.0
93.93421994271773,80.87384854355545,1.0,17.0,0.0,38.0,56.0
-1.7005499484010755,-71.12749434927868,18.0,6.0,0.0,0.0,24.0
33.236761157633396,-4.389279109366129,9.0,0.0,0.0,0.0,9.0
82.58173969640782,-92.00489639490867,0.0,1.0,99.0,4.0,104.0
-37.02683634218693,38.83166153160951,5.0,0.0,0.0,0.0,5.0
46.692969476320656,-28.208109835088095,7.0,21.0,0.0,39.0,67.0
-95.41449984630607,46.395212853014954,11.0,30.0,41.0,18.0,100.0
97.2235866274145,-85.88853768908643,0.0,26.0,52.0,7.0,85.0
51.65359793376737,-22.201380210536797,4.0,16.0,174.0,35.0,229.0
-97.64410765719407,-81.26314200674378,2.0,0.0,140.0,53.0,195.0
93.57284861224898,50.10811853085829,0.0,2.0,84.0,38.0,124.0
27.79788711966833,23.017038381474023,0.0,1.0,0.0,0.0,1.0
-76.71896153772437,7.052335265084835,-0.0,27.0,53.0,29.0,109.0
57.555273611733526,1.249749384370304,21.0,0.0,110.0,0.0,131.0
90.2729381079073,-76.08823246771018,9.0,5.0,258.0,42.0,314.0
-75.58732565631625,-21.135704129612236,0.0,7.0,0.0,12.0,19.0
34.547626525387045,32.517338879098645,14.0,4.0,0.0,21.0,39.0
-34.761783781038886,-68.39084834661153,8.0,0.0,86.0,2.0,96.0
0.9394689690200408,-55.80020200303404,10.0,19.0,109.0,12.0,150.0
-74.01447645684925,59.59205078861106,13.0,22.0,100.0,20.0,155.0
21.59358345709208,-6.5836598026048705,3.0,13.0,163.0,15.0,194.0
39.30597894431412,21.106224522430978,5.0,14.0,150.0,0.0,169.0
72.82948442449185,-56.03526987346079,5.0,19.0,177.0,27.0,228.0
-44.17728712241862,-42.99908840191191,0.0,4.0,58.0,23.0,85.0
61.06134464350913,13.908370586444477,17.0,5.0,15.0,29.0,66.0
-3.386706521799539,-27.254523172905067,19.0,15.0,140.0,0.0,174.0
4.485349432805677,-60.99894615399377,-0.0,12.0,79.0,31.0,122.0
-41.681100844954955,-19.078910828444023,23.0,10.0,34.0,0.0,67.0
-24.26794202489559,-8.816073167149312,4.0,0.0,20.0,0.0,24.0
-93.8715139605146,-26.62645901578429,0.0,0.0,122.0,19.0,141.0
-28.962123420023957,-87.70124889749633,7.0,10.0,0.0,20.0,37.0
54.47097560568295,63.99968877901415,0.0,17.0,34.0,16.0,67.0
23.18471719184383,-75.60376434694183,11.0,17.0,0.0,34.0,62.0
54.14454119787587,-73.46341830955963,12.0,0.0,177.0,1.0,190.0
26.24948712692401,67.79947476994792,2.0,17.0,176.0,9.0,204.0
-90.79711514025432,-2.991900052262423,0.0,0.0,0.0,3.0,3.0
71.163622566289,57.435381716894454,5.0,0.0,200.0,12.0,217.0
-65.83412004274223,-6.561301829715191,1.0,2.0,102.0,34.0,139.0
-6.925168657754099,-20.87562423177411,3.0,10.0,0.0,0.0,13.0
-11.44332306076221,-80.97634993935954,0.0,19.0,0.0,18.0,37.0
29.445416496797918,58.53966715888046,0.0,12.0,65.0,0.0,77.0
30.000303550283917,-44.054027781235796,0.0,0.0,156.0,23.0,179.0
60.69534385073155,31.750588320216423,2.0,13.0,144.0,16.0,175.0
2.1004133120022175,-30.797419225035583,0.0,0.0,83.0,57.0,140.0
-61.29248784585839,36.98239651617013,0.0,5.0,182.0,0.0,187.0
-73.01506401604188,-60.64054845117959,11.0,0.0,83.0,0.0,94.0
27.87930777359513,86.932798204347,0.0,21.0,0.0,50.0,71.0
40.51568721752815,-43.49053140233523,3.0,14.0,46.0,50.0,113.0
-71.1401191802627,-79.3483683129554,4.0,1.0,0.0,39.0,44.0
-93.06337671128266,47.41245100769734,0.0,0.0,226.0,0.0,226.0
-44.89440012873107,46.62234452071371,22.0,9.0,77.0,48.0,156.0
13.87610067897343,30.50072372476535,0.0,29.0,129.0,29.0,187.0
-49.77060090026957,-63.628682176813875,6.0,35.0,98.0,10.0,149.0
-92.97145801639736,-7.121345721528854,25.0,0.0,41.0,0.0,66.0
-17.668005631085677,-68.27489599042313,19.0,11.0,84.0,33.0,147.0
-1.5512867440677667,99.80679158253812,0.0,8.0,10.0,-0.0,18.0
42.78686627792476,23.070923821067367,0.0,11.0,187.0,28.0,226.0
84.71542264148962,73.21432775595383,22.0,31.0,16.0,0.0,69.0
45.82410788213974,-70.7830953640231,0.0,1.0,53.0,22.0,76.0
-25.584651439545908,-97.82934967864398,9.0,23.0,0.0,26.0,58.0
72.6168874161724,-35.59540851533502,23.0,0.0,0.0,26.0,49.0
